"prodcode"	"productname"	"ingredient"	"strength"	"formulation"	"route"	"bnfcode"	"Antidiabetic"
"27151"	"SYRINGE INSULIN U100 S/U+8MM NEEDLE"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"00000000"	"Insulin"
"27177"	"Insulin biphasic lispro human prb 50:50; 100 units/ml Injection"	"Insulin"	"50:50; 100 Units/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"27280"	"Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 10ml vials"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"06010151"	"Insulin"
"27396"	"Insulin soluble porcine 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"06010101/06010300"	"Insulin"
"27402"	"Insulin soluble human 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"06010101"	"Insulin"
"27461"	"Insuman Basal 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"27501"	"Orabet 500mg Tablet (Lagap)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"27614"	"Penmix 30/70 100iu/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"27911"	"INSULIN HUMAN ACTRAPID PENFILL"	"Insulin"	NA	NA	NA	"00000000"	"Insulin"
"27969"	"Glymese 250mg Tablet (DDSA Pharmaceuticals Ltd)"	"Chlorpropamide"	"250mg"	"Tablet"	"Oral"	"06010201"	"Chlorpropamide"
"28096"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"28101"	"Insulin glulisine 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010101"	"Insulin"
"28183"	"Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"06010102"	"Insulin"
"28185"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"28442"	"Insulin glulisine 100unit/ml Solution for injection"	"Insulin"	"100unit/ml"	"Solution For Injection"	"Intramuscular"	"06010101"	"Insulin"
"28588"	"Hypurin Bovine Isophane 100units/ml suspension for injection 3ml cartridges (Wockhardt UK Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"06010102"	"Insulin"
"28666"	"Omnican 50 hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge (B.Braun Medical Ltd)"	"Insulin"	"0.5ml/u100"	"Insulin Syringe With 8mm Needle(30g)"	NA	"71190300"	"Insulin"
"28708"	"Malix 2.5mg Tablet (Lagap)"	"Glibenclamide"	"2.5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"28723"	"INSULIN ZINC BOVINE SUSPENSION"	"Insulin"	NA	NA	NA	"00000000"	"Insulin"
"28978"	"INSULIN PUR-IN MIX 15/85 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"00000000"	"Insulin"
"29326"	"Glipizide 5mg tablets (Mylan)"	"Glipizide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glipizide"
"29567"	"Insulin aspart 100units/ml solution for injection 10ml vials"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"06010101"	"Insulin"
"29837"	"Insulin biphasic isophane human prb 25:75; 100 units/ml Injection"	"Insulin"	"25:75; 100 Units/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"29939"	"Gliclazide 80mg tablets (Mylan)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"29953"	"Apidra 100units/ml solution for injection 3ml OptiClik cartridges (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010101"	"Insulin"
"30209"	"Actrapid mc 100unit/ml Injection (Arun Products Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"06010101/06010300"	"Insulin"
"30236"	"Isophane insulin 100iu/ml Injection"	"Insulin"	"100iu/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"30305"	"Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.3mm/30gauge"	"Insulin"	"0.5ml"	"Insulin Syringe With 12mm Needle(30g)"	NA	"71190300"	"Insulin"
"30316"	"Metformin with pioglitazone 850mg + 15mg Tablet"	"Metformin/Pioglitazone"	"850mg + 15mg"	"Tablet"	"Oral"	"06010202/06010203"	"Metformin/Pioglitazone"
"30460"	"Malix 5mg Tablet (Lagap)"	"Glibenclamide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"30686"	"Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"06010102"	"Insulin"
"30819"	"Insuman Comb 15 100units/ml suspension for injection 3ml pre-filled OptiSet pen (Sanofi)"	"Insulin"	"15unit/1ml + 85unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"30861"	"INSULIN ZINC HUMAN SUSPENSION"	"Insulin"	NA	NA	NA	"00000000"	"Insulin"
"30918"	"ABCare hypodermic U100 insulin syringe glass reusable 0.5ml (Rand Rocket Ltd)"	"Insulin"	"0.5ml"	"Insulin Syringe"	NA	"00000000"	"Insulin"
"31077"	"Competact 15mg/850mg tablets (Takeda UK Ltd)"	"Metformin/Pioglitazone"	"850mg + 15mg"	"Tablet"	"Oral"	"06010203"	"Metformin/Pioglitazone"
"31146"	"Metsol 500mg/5ml oral solution (Kappin Ltd)"	"Metformin"	"100mg/1ml"	"Oral solution"	"Oral"	"06010202"	"Metformin"
"31205"	"Insuman Comb 50 100units/ml suspension for injection 3ml pre-filled OptiSet pen (Sanofi)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"31212"	"Gliclazide 80mg tablets (Actavis UK Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"31258"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"31267"	"INSULIN PUR-IN MIX 50/50 100 I/U INJ"	"Insulin"	NA	"Solution for injection"	"Intramuscular"	"00000000"	"Insulin"
"31465"	"Exubera 1mg inhalation powder blisters (Pfizer Ltd)"	"Insulin"	"1mg"	"Inhalation powder"	"Inhalation"	"00000000"	"Insulin"
"31466"	"Exubera insulin release unit (Pfizer Ltd)"	"Insulin"	NA	"Insulin Release Units"	NA	"00000000"	"Insulin"
"31467"	"Exubera 3mg inhalation powder blisters (Pfizer Ltd)"	"Insulin"	"3mg"	"Inhalation powder"	"Inhalation"	"00000000"	"Insulin"
"31474"	"Libanil 5mg Tablet (Approved Prescription Services Ltd)"	"Glibenclamide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"31699"	"ABCare hypodermic U100 insulin syringe glass reusable 1ml (Rand Rocket Ltd)"	"Insulin"	"1ml"	"Insulin Syringe"	NA	"00000000"	"Insulin"
"32053"	"INSULIN HUMALOG MIX 25"	"Insulin"	NA	NA	NA	"00000000"	"Insulin"
"33087"	"Metformin 500mg tablets (Actavis UK Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"33101"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12.7mm/29gauge"	"Insulin"	"12.7mm/29gauge"	"Hypodermic Needle"	NA	"71190600"	"Insulin"
"33167"	"Insulin biphasic isophane human crb 25:75; 100 units/ml Injection"	"Insulin"	"25:75; 100 Units/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"33232"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 5ml vials"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"00000000"	"Insulin"
"33356"	"Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Insulin"	"12mm/29gauge"	"Hypodermic Needle"	NA	"71190600"	"Insulin"
"33562"	"Duclazide 80mg Tablet (Dumex Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"33673"	"Tolbutamide 500mg tablets (Actavis UK Ltd)"	"Tolbutamide"	"500mg"	"Tablet"	"Oral"	"06010201"	"Tolbutamide"
"33674"	"Metformin 850mg tablets (A A H Pharmaceuticals Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"33966"	"Insulatard 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Subcutaneous Injection"	"06010102"	"Insulin"
"34004"	"Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34020"	"Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34031"	"Monotard mc 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"34097"	"Human initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/ml"	"Injection"	"Intramuscular"	"06010102"	"Insulin"
"34135"	"Metformin 500mg Tablet (M & A Pharmachem Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34323"	"Metformin 500mg tablets (A A H Pharmaceuticals Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34399"	"Gliclazide 80mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"34504"	"Metformin 500mg tablets (Wockhardt UK Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34507"	"Glibenclamide 2.5mg tablets (Wockhardt UK Ltd)"	"Glibenclamide"	"2.5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"34563"	"Glibenclamide 5mg tablets (Wockhardt UK Ltd)"	"Glibenclamide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"34598"	"Metformin 500mg tablets (Mylan)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34676"	"Glibenclamide 2.5mg tablets (A A H Pharmaceuticals Ltd)"	"Glibenclamide"	"2.5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"34697"	"Metformin 850mg tablets (Wockhardt UK Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34706"	"Glibenclamide 2.5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Glibenclamide"	"2.5mg"	"Tablet"	"Oral"	"06010201"	"Glibenclamide"
"34713"	"Insulin 1 ml syringe"	"Insulin"	NA	"Syringe"	NA	"59010200"	"Insulin"
"34742"	"Metformin 850mg tablets (Teva UK Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34802"	"Glipizide 5mg tablets (IVAX Pharmaceuticals UK Ltd)"	"Glipizide"	"5mg"	"Tablet"	"Oral"	"06010201"	"Glipizide"
"34836"	"Metformin 850mg tablets (Actavis UK Ltd)"	"Metformin"	"850mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34917"	"Metformin 500mg tablets (Teva UK Ltd)"	"Metformin"	"500mg"	"Tablet"	"Oral"	"06010202"	"Metformin"
"34932"	"Gliclazide 80mg tablets (Genus Pharmaceuticals Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"34957"	"Tolbutamide 500mg tablets (A A H Pharmaceuticals Ltd)"	"Tolbutamide"	"500mg"	"Tablet"	"Oral"	"06010201"	"Tolbutamide"
"35017"	"Optipen pro 1 white insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"06010103"	"Insulin"
"35022"	"Sitagliptin 100mg tablets"	"Sitagliptin"	"100mg"	"Tablet"	"Oral"	"06010203"	"Sitagliptin"
"35057"	"OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Blue (Sanofi)"	"Insulin"	"3ml/1-80 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"35078"	"Optipen pro 1 blue insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"06010103"	"Insulin"
"35081"	"OptiClik hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units Grey (Sanofi)"	"Insulin"	"3ml/1-80 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"35143"	"NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)"	"Insulin"	"8mm/30gauge"	"Pen Needle"	NA	"71190600"	"Insulin"
"35144"	"Byetta 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices (AstraZeneca UK Ltd)"	"Exenatide"	"250microgram/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Exenatide"
"35149"	"Exenatide 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices"	"Exenatide"	"250microgram/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Exenatide"
"35150"	"Byetta 10micrograms/0.04ml solution for injection 2.4ml pre-filled disposable devices (AstraZeneca UK Ltd)"	"Exenatide"	"250microgram/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Exenatide"
"35218"	"Optipen pro 1 yellow insulin pen 3ml/1-60 units 3ml/1-60 units Insulin pen (Aventis Pharma)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"06010103"	"Insulin"
"35251"	"Exenatide 5micrograms/0.02ml solution for injection 1.2ml pre-filled disposable devices"	"Exenatide"	"250microgram/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Exenatide"
"35253"	"Insuman Comb 50 100units/ml suspension for injection 3ml cartridges (Sanofi)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"35260"	"Levemir InnoLet 100units/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"35454"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (GlucoRx Ltd)"	"Insulin"	"8mm/31gauge"	"Pen Needle"	NA	"71190600"	"Insulin"
"35462"	"Januvia 100mg tablets (Merck Sharp & Dohme Ltd)"	"Sitagliptin"	"100mg"	"Tablet"	"Oral"	"06010203"	"Sitagliptin"
"35468"	"Insuman Basal 100units/ml suspension for injection 5ml vials (Sanofi)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"35561"	"Prandin 2mg tablets (Novo Nordisk Ltd)"	"Repaglinide"	"2mg"	"Tablet"	"Oral"	"06010203"	"Repaglinide"
"35701"	"Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"36031"	"Insulin isophane biphasic porcine 30/70 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"06010151"	"Insulin"
"36066"	"Insulin isophane bovine 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"06010102"	"Insulin"
"36146"	"Insulin lispro biphasic 50/50 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"36194"	"Insulin isophane biphasic human 25/75 100units/ml suspension for injection 3ml cartridges"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010151"	"Insulin"
"36355"	"Insulin human 1mg inhalation powder blisters"	"Insulin"	"1mg"	"Inhalation powder"	"Inhalation"	"00000000"	"Insulin"
"36356"	"Insulin human 3mg inhalation powder blisters"	"Insulin"	"3mg"	"Inhalation powder"	"Inhalation"	"00000000"	"Insulin"
"36430"	"Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Subcutaneous"	"06010101"	"Insulin"
"36513"	"Velosulin cartridge 100unit/ml Injection (Novo Nordisk Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"06010101/06010300"	"Insulin"
"36774"	"Prandin 1mg tablets (Novo Nordisk Ltd)"	"Repaglinide"	"1mg"	"Tablet"	"Oral"	"06010203"	"Repaglinide"
"36853"	"Lantus 100units/ml solution for injection 3ml pre-filled SoloStar pen (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010102"	"Insulin"
"36856"	"Gliclazide 80mg tablets (Sandoz Ltd)"	"Gliclazide"	"80mg"	"Tablet"	"Oral"	"06010201"	"Gliclazide"
"36920"	"Apidra 100units/ml solution for injection 3ml pre-filled SoloStar pen (Sanofi)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Subcutaneous"	"06010101"	"Insulin"
"36948"	"Prandin 0.5mg tablets (Novo Nordisk Ltd)"	"Repaglinide"	"500microgram"	"Tablet"	"Oral"	"06010203"	"Repaglinide"
"36959"	"GlucoRx CarePoint hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge (GlucoRx Ltd)"	"Insulin"	"12mm/29gauge"	"Pen Needle"	NA	"71190600"	"Insulin"
"37055"	"Comfort Point hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.33mm/29gauge (GlucoRx Ltd)"	"Insulin"	"0.5ml"	"Insulin Syringe With 12mm Needle(29g)"	NA	"71190300"	"Insulin"
"37427"	"HumaPen Luxura HD hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units (Eli Lilly and Company Ltd)"	"Insulin"	"3ml/1-30 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"37617"	"Rosiglitazone 2mg tablet"	"Rosiglitazone"	"2mg"	"Tablets"	"Oral"	"06010203"	"Rosiglitazone"
"37874"	"Vildagliptin 50mg / Metformin 850mg tablets"	"Metformin/Vildagliptin"	"850mg + 50mg"	"Tablet"	"Oral"	"06010203"	"Metformin/Vildagliptin"
"37875"	"Vildagliptin 50mg tablets"	"Vildagliptin"	"50mg"	"Tablet"	"Oral"	"06010203"	"Vildagliptin"
"37902"	"Vildagliptin 50mg / Metformin 1g tablets"	"Metformin/Vildagliptin"	"50mg + 1gram"	"Tablet"	"Oral"	"06010203"	"Metformin/Vildagliptin"
"38093"	"Insulin 1ml pre-set syringe"	"Insulin"	"1ml"	"Syringe"	NA	"59010200"	"Insulin"
"38236"	"Comfort Point hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.33mm/29gauge (GlucoRx Ltd)"	"Insulin"	"1ml"	"Insulin Syringe With 12mm Needle(29g)"	NA	"71190300"	"Insulin"
"38355"	"Metformin 750mg modified-release tablets"	"Metformin"	"750mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"38400"	"Glucophage SR 750mg tablets (Merck Serono Ltd)"	"Metformin"	"750mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"38422"	"Isophane 100iu/ml Injection (Celltech Pharma Europe Ltd)"	"Insulin"	"100unit/1ml"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"06010102"	"Insulin"
"38551"	"Eucreas 50mg/1000mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Metformin/Vildagliptin"	"50mg + 1gram"	"Tablet"	"Oral"	"06010203"	"Metformin/Vildagliptin"
"38774"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"38808"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"38986"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pen (Eli Lilly and Company Ltd)"	"Insulin"	"100unit/1ml"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"06010101"	"Insulin"
"39006"	"Humalog Mix25 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd)"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"39086"	"Humalog Mix50 KwikPen 100units/ml suspension for injection 3ml pre-filled pen (Eli Lilly and Company Ltd)"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Suspension for injection"	"Subcutaneous"	"06010102"	"Insulin"
"39149"	"Galvus 50mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Vildagliptin"	"50mg"	"Tablet"	"Oral"	"06010203"	"Vildagliptin"
"39150"	"Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge"	"Insulin"	"1ml"	"Insulin Syringe With 12mm Needle(29g)"	NA	"71190300"	"Insulin"
"39203"	"Eucreas 50mg/850mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Metformin/Vildagliptin"	"850mg + 50mg"	"Tablet"	"Oral"	"06010203"	"Metformin/Vildagliptin"
"39560"	"Bolamyn SR 500mg tablets (Teva UK Ltd)"	"Metformin"	"500mg"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"39598"	"Metformin 1g modified-release tablets"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"39729"	"Glucophage SR 1000mg tablets (Merck Serono Ltd)"	"Metformin"	"1gram"	"Modified-release tablet"	"Oral"	"06010202"	"Metformin"
"39988"	"Metformin 500mg oral powder sachets sugar free"	"Metformin"	"500mg"	"Powder"	"Oral"	"06010202"	"Metformin"
"40007"	"Glucophage 1000mg oral powder sachets (Merck Serono Ltd)"	"Metformin"	"1gram"	"Powder"	"Oral"	"06010202"	"Metformin"
"40085"	"Insulin 2ml syringe"	"Insulin"	NA	"Syringe"	NA	"59010200"	"Insulin"
"40110"	"Glucophage 500mg oral powder sachets (Merck Serono Ltd)"	"Metformin"	"500mg"	"Powder"	"Oral"	"06010202"	"Metformin"
"40233"	"Metformin 1g oral powder sachets sugar free"	"Metformin"	"1gram"	"Powder"	"Oral"	"06010202"	"Metformin"
"40365"	"Glimepiride 1mg tablets (Actavis UK Ltd)"	"Glimepiride"	"1mg"	"Tablet"	"Oral"	"06010201"	"Glimepiride"
"40425"	"Nazdol MR 30mg tablets (Teva UK Ltd)"	"Gliclazide"	"30mg"	"Modified-release tablet"	"Oral"	"06010201"	"Gliclazide"
"40555"	"HumaPen Memoir hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units (Eli Lilly and Company Ltd)"	"Insulin"	"3ml/1-60 Units"	"Insulin Pen"	NA	"71190900"	"Insulin"
"40642"	"Victoza 6mg/ml solution for injection 3ml pre-filled pen (Novo Nordisk Ltd)"	"Liraglutide"	"6mg/1ml"	"Solution for injection"	"Subcutaneous"	"06010203"	"Liraglutide"
