"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"bnftext"	"Antidiabetic"	"group"
"82172"	"Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"60643"	"Xigduo 5mg/1000mg tablets (AstraZeneca UK Ltd)"	"Oral tablet"	"Oral"	"Dapagliflozin/Metformin"	"1gram + 5mg"	"Gliflozins Plus Metformin"	"Dapagliflozin/Metformin"	"SGLT-2is, Metformin"
"12654"	"Insulin soluble human prb 100unit/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"47856"	"Neuphane 100unit/ml Injection (Wellcome Medical Division)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"55729"	"Lyxumia 20micrograms/0.2ml solution for injection 3ml pre-filled pens (Sanofi)"	"Solution for injection"	"Subcutaneous"	"Lixisenatide"	"100microgram/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Lixisenatide"	"GLP-1RAs"
"6447"	"Insulin aspart human pyr 100 iu/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"100 iu/ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"5557"	"NovoPen 3 Fun hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 2-70 units Blue (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/2-70 units"	"Reusable Pens"	"Insulin"	"Insulin"
"9503"	"Hypurin Bovine Protamine Zinc 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"30686"	"Insulin isophane porcine 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"30918"	"ABCare hypodermic U100 insulin syringe glass reusable 0.5ml (Rand Rocket Ltd)"	"Insulin Syringe"	NA	"Insulin"	"0.5ml"	"Unknown"	"Insulin"	"Insulin"
"87341"	"Metformin 1g/5ml oral solution sugar free (Colonis Pharma Ltd)"	"Oral solution"	"Oral"	"Metformin"	"200mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"88993"	"Sitagliptin 25mg/ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Oral solution"	"Oral"	"Sitagliptin"	"25mg/1ml"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"60328"	"Alogliptin 12.5mg tablets"	"Oral tablet"	"Oral"	"Alogliptin"	"12.5mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Alogliptin"	"DPP-4is"
"35143"	"NovoFine Autocover hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge (Novo Nordisk Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/30gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"24866"	"INSULIN INSULATARD (LEO RETARD) 40 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"21590"	"Insulin glulisine 100units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"79372"	"Glibenclamide 5mg Tablet (Celltech Pharma Europe Ltd)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"15624"	"INSULIN ISOPHANE (HIGHLY PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"10243"	"Humalog Mix25 100units/ml suspension for injection 3ml cartridges (Eli Lilly and Company Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"10175"	"Insulin isophane human 100units/ml suspension for injection 1.5ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"24800"	"Hypurin Porcine 30/70 Mix 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd)"	"Suspension for injection"	"Subcutaneous/Intramuscular"	"Insulin"	"30unit/1ml + 70unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"83483"	"Glipizide 5mg tablets (Almus Pharmaceuticals Ltd)"	"Oral tablet"	"Oral"	"Glipizide"	"5mg"	"Unknown"	"Glipizide"	"Sulfonylureas"
"61845"	"NovoRapid PumpCart 100units/ml solution for injection 1.6ml cartridges (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"11345"	"Bd Ultra Pen 3ml Insulin pen (Becton, Dickinson UK Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"66136"	"Glucophage SR 1000mg tablets (Waymade Healthcare Plc)"	"Modified-release tablet"	"Oral"	"Metformin"	"1gram"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"81111"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.33mm/29gauge (Covidien (UK) Commercial Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"5501"	"Insuman basal 100iu/ml Injection (Aventis Pharma)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"11366"	"NovoNorm 2mg tablets (Novo Nordisk Ltd)"	"Oral tablet"	"Oral"	"Repaglinide"	"2mg"	"Meglitinides (Glinides)"	"Repaglinide"	"Other"
"34504"	"Metformin 500mg tablets (Wockhardt UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"56639"	"HumaPen Savvio hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Blue (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"67414"	"Mylife Clickfine AutoProtect hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Ypsomed Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"60497"	"Alogliptin 12.5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Alogliptin/Metformin"	"12.5mg + 1gram"	"Gliptins Plus Metformin"	"Alogliptin/Metformin"	"DPP-4is, Metformin"
"48771"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"79694"	"Human Mixtard 10 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"10unit/1ml + 90unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"88758"	"Metformin 500mg tablets (Ipca Laboratories UK Ltd)"	"Oral tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"8203"	"Penmix 50/50 100iu/ml Penfill (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"89656"	"Metformin 500mg modified-release tablets (Brown & Burk UK Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"63336"	"Trulicity 1.5mg/0.5ml solution for injection pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"3mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Dulaglutide"	"GLP-1RAs"
"46666"	"NovoRapid FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"76942"	"Needle free Insulin delivery system"	NA	NA	"Insulin"	NA	"Needle-Free Insulin Delivery Systems"	"Insulin"	"Insulin"
"19878"	"Insulin isophane biphasic human 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"70unit/1ml + 30unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"91914"	"Sitagliptin 25mg/ml oral solution sugar free (Zentiva Pharma UK Ltd)"	"Oral solution"	"Oral"	"Sitagliptin"	"25mg/1ml"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"7332"	"Amaryl 1mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Glimepiride"	"1mg"	"Sulphonylureas"	"Glimepiride"	"Sulfonylureas"
"79127"	"4SURE hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge (Nipro Diagnostics (UK) Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"9105"	"Glucobay 100mg tablets (Bayer Plc)"	"Oral tablet"	"Oral"	"Acarbose"	"100mg"	"Other Antidiabetic Products"	"Acarbose"	"Other"
"58449"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Reusable Pens"	"Insulin"	"Insulin"
"3439"	"Penmix 10/90 Pen (Novo Nordisk Ltd)"	"Pen"	NA	"Insulin"	NA	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"62951"	"Unifine Pentips Plus hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"38808"	"NovoPen 4 hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units Silver (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-60 units"	"Reusable Pens"	"Insulin"	"Insulin"
"16044"	"Glucophage SR 500mg tablets (Merck Serono Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"67313"	"NovoRapid 100units/ml solution for injection 10ml vials (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"63474"	"NeedleBay Fine Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Diabetes Care Technology Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"79700"	"Insuman Comb 15 100units/ml suspension for injection 5ml vials (Aventis Pharma)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"47588"	"Insulin 1ml click count"	"Click Count 1 Ml"	NA	"Insulin"	"1ml"	"-"	"Insulin"	"Insulin"
"63152"	"TriCare hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Owen Mumford Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"4784"	"Lentard mc 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"75938"	"Ozempic 0.5mg/0.37ml solution for injection 1.5ml pre-filled pens (Novo Nordisk Ltd)"	"Solution for injection"	"Subcutaneous"	"Semaglutide"	"1.34mg/1ml"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Semaglutide"	"GLP-1RAs"
"41834"	"Insulin zinc suspension lente 100iu/ml Injection (Celltech Pharma Europe Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"1843"	"Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"4129"	"Insulin soluble porcine 100units/ml solution for injection 1.5ml cartridges"	"Solution for injection"	"Subcutaneous/Intravenous/Intramuscular"	"Insulin"	"100unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"1840"	"Humulin s 100unit/ml Injection (Eli Lilly and Company Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Short-Acting Insulins/Diabetic Ketoacidosis"	"Insulin"	"Insulin"
"81428"	"Sukkarto SR 750mg tablets (Morningside Healthcare Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"750mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"91812"	"t:slim X2 insulin pump system with Control-IQ technology D1019000 (Air Liquide Healthcare Ltd)"	NA	NA	"Insulin"	NA	"Insulin Pump"	"Insulin"	"Insulin"
"29939"	"Gliclazide 80mg tablets (Viatris UK Healthcare Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"10244"	"Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"40unit/1ml + 60unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"1839"	"INSULIN HUMULIN I (ISOPHANE) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"7763"	"INSULIN NEUPHANE (ISOPHANE)(PURIFIED) 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"6981"	"Novopen Junior hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units Yellow (Novo Nordisk Ltd)"	"Insulin Pen"	NA	"Insulin"	"3ml/1-35 units"	"Reusable Pens"	"Insulin"	"Insulin"
"8895"	"Initard 50/50 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Intramuscular"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"78537"	"Metformin 850mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Metformin"	"170mg/1ml"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"46458"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2mg"	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Exenatide"	"GLP-1RAs"
"13969"	"U100 Insulin syringe 0.3ml"	"Insulin Syringe"	NA	"Insulin"	"0.3ml"	"Diabetic Hypodermic Equipment"	"Insulin"	"Insulin"
"18220"	"Pioglitazone 15mg / Metformin 850mg tablets"	"Oral tablet"	"Oral"	"Metformin/Pioglitazone"	"15mg + 850mg"	"Glitazones Plus Metformin"	"Metformin/Pioglitazone"	"Metformin, Other"
"1643"	"INSULIN NOVO MONOTARD MC 100 I/U INJ"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Unknown"	"Insulin"	"Insulin"
"35022"	"Sitagliptin 100mg tablets"	"Oral tablet"	"Oral"	"Sitagliptin"	"100mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Sitagliptin"	"DPP-4is"
"51955"	"Gliclazide 80mg tablets (Accord-UK Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"13837"	"Insulin biphasic isophane human prb 10:90; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"10:90; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"57388"	"Kendall Magellan hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge (Covidien (UK) Commercial Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"U100 Insulin Syringe With Needle Sterile Single-Use Or Single Patient Use"	"Insulin"	"Insulin"
"74389"	"Humalog KwikPen 100units/ml solution for injection 3ml pre-filled pens (Sigma Pharmaceuticals Plc)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"30460"	"Malix 5mg Tablet (Lagap)"	"Oral tablet"	"Oral"	"Glibenclamide"	"5mg"	"Sulphonylureas"	"Glibenclamide"	"Sulfonylureas"
"91131"	"GlucoRx Dual-Safe Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge (GlucoRx Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"33232"	"Insulin isophane biphasic human 50/50 100units/ml suspension for injection 5ml vials"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Unknown"	"Insulin"	"Insulin"
"63464"	"Humalog KwikPen 200units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"67266"	"Mixtard 50 Penfill 100units/ml suspension for injection 3ml cartridges (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"50unit/1ml + 50unit/1ml"	"Biphasic Insulins"	"Insulin"	"Insulin"
"65057"	"Empagliflozin 5mg / Metformin 1g tablets"	"Oral tablet"	"Oral"	"Empagliflozin/Metformin"	"5mg + 1gram"	"Gliflozins Plus Metformin"	"Empagliflozin/Metformin"	"SGLT-2is, Metformin"
"28185"	"Insulin lispro biphasic 25/75 100units/ml suspension for injection 3ml cartridges"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"25unit/1ml + 75unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"55723"	"Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices"	"Not applicable"	"Route of administration not applicable"	"Lixisenatide"	NA	"Glucagon-Like Peptide-1 Receptor Agonists ( GLP-1 Receptor Agonists, Incretin Mimetics)"	"Lixisenatide"	"GLP-1RAs"
"14340"	"Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (Wockhardt UK Ltd)"	"Suspension for injection"	"Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"15199"	"Insuman comb 25 100iu/ml Injection (Aventis Pharma)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100iu/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"86484"	"Humalog Tempo Pen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd)"	"Solution for injection"	"Intravenous/Intramuscular/Subcutaneous"	"Insulin"	"100unit/1ml"	"Short-Acting Insulins"	"Insulin"	"Insulin"
"20422"	"Insuman comb 15 100iu/ml Injection (Aventis Pharma)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"85unit/1ml + 15unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"7203"	"Unifine Pentips hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge (Owen Mumford Ltd)"	"Pen Needle"	NA	"Insulin"	"8mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"60379"	"Invokana 300mg tablets (A. Menarini Farmaceutica Internazionale SRL)"	"Oral tablet"	"Oral"	"Canagliflozin"	"300mg"	"SGLT2 Inhibitors (Gliflozins)"	"Canagliflozin"	"SGLT-2is"
"37875"	"Vildagliptin 50mg tablets"	"Oral tablet"	"Oral"	"Vildagliptin"	"50mg"	"Dipeptidyl Peptidase 4 Inhibitors (DPP 4 Inhibitors, Gliptins)"	"Vildagliptin"	"DPP-4is"
"69562"	"Neon Verifine Safety hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (Neon Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
"21374"	"Insulin biphasic isophane human prb 40:60; 100 units/ml Injection"	"Injection"	"Intramuscular"	"Insulin"	"40:60; 100 units/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"74845"	"Humulin I 100units/ml suspension for injection 10ml vials (Waymade Healthcare Plc)"	"Suspension for injection"	"Subcutaneous"	"Insulin"	"100unit/1ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"67781"	"Gliclazide 80mg tablets (Milpharm Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"88597"	"Lamzarin 60mg modified-release tablets (Key Pharmaceuticals Ltd)"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"89056"	"Gliclazide 80mg tablets (Zentiva Pharma UK Ltd)"	"Oral tablet"	"Oral"	"Gliclazide"	"80mg"	"Sulphonylureas"	"Gliclazide"	"Sulfonylureas"
"1805"	"Mixtard 30/70 100unit/ml Injection (Novo Nordisk Ltd)"	"Injection"	"Subcutaneous Injection"	"Insulin"	"100unit/ml"	"Intermediate- And Long-Acting Insulins"	"Insulin"	"Insulin"
"90720"	"Steglatro 15mg tablets (Merck Sharp & Dohme (UK) Ltd)"	"Oral tablet"	"Oral"	"Ertugliflozin"	"15mg"	"SGLT2 Inhibitors (Gliflozins)"	"Ertugliflozin"	"SGLT-2is"
"22974"	"Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge"	"Hypodermic Needle"	NA	"Insulin"	"8mm/31gauge"	"Needle For Pre-Filled And Reusable Pen Injector-Snap On"	"Insulin"	"Insulin"
"83088"	"Glucorex SR 500mg tablets (GlucoRx Ltd)"	"Modified-release tablet"	"Oral"	"Metformin"	"500mg"	"Biguanides (Metformin)"	"Metformin"	"Metformin"
"65432"	"Glucoject hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge (A. Menarini Diagnostics Ltd)"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	"Needle For Pre-Filled And Reusable Pen Injector"	"Insulin"	"Insulin"
