"prodcode"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"Psychotropic"	"group"	"database"
"1500241000033116"	"Valproic acid 500mg gastro-resistant capsules"	"Gastro-resistant capsule"	"Oral"	"Valproic"	"500.000mg"	"Valproic"	"Mood Stabilisers"	"Aurum"
"1509241000033110"	"Venlafaxine 150mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"150.000mg"	"Venlafaxine"	"Antidepressants"	"Aurum"
"1509341000033117"	"Venlafaxine 75mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Venlafaxine"	"75.000mg"	"Venlafaxine"	"Antidepressants"	"Aurum"
"1512241000033119"	"Venlafaxine 37.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"37.500mg"	"Venlafaxine"	"Antidepressants"	"Aurum"
"1512341000033112"	"Venlafaxine 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"75.000mg"	"Venlafaxine"	"Antidepressants"	"Aurum"
"1512441000033118"	"Venlafaxine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Venlafaxine"	"50.000mg"	"Venlafaxine"	"Antidepressants"	"Aurum"
"1512741000033113"	"Nozinan 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"25.000mg"	"Levomepromazine"	"Antipsychotics"	"Aurum"
"1558041000033118"	"Zispin 30mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Mirtazapine"	"30.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"1563441000033114"	"Zuclopenthixol acetate 100mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50.000mg/1.000ml"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1563541000033110"	"Zuclopenthixol acetate 50mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"50.000mg/1.000ml"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1563641000033111"	"Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"200.000mg/1.000ml"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1563741000033119"	"Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Zuclopenthixol"	"500.000mg/1.000ml"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1564041000033119"	"Zuclopenthixol 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"10.000mg"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1564141000033115"	"Zuclopenthixol 2mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"2.000mg"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1564241000033110"	"Zuclopenthixol 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zuclopenthixol"	"25.000mg"	"Zuclopenthixol"	"Antipsychotics"	"Aurum"
"1565141000033119"	"Zyprexa 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"10.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"1565241000033114"	"Zyprexa 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"5.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"1565341000033116"	"Zyprexa 7.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"7.500mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"1583041000033115"	"Cipramil 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"40.000mg"	"Citalopram"	"Antidepressants"	"Aurum"
"1583141000033116"	"Citalopram 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"40.000mg"	"Citalopram"	"Antidepressants"	"Aurum"
"1583241000033111"	"Cipramil 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"10.000mg"	"Citalopram"	"Antidepressants"	"Aurum"
"1583341000033118"	"Citalopram 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Citalopram"	"10.000mg"	"Citalopram"	"Antidepressants"	"Aurum"
"1603341000033112"	"Doxepin 5% cream"	"Cream/ Cutaneous cream"	"Cutaneous"	"Doxepin"	"50.000mg/1.000gram"	"Doxepin"	"Antidepressants"	"Aurum"
"1661141000033114"	"Olanzapine 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"2.500mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"1662441000033114"	"Paroxetine 10mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Paroxetine"	"2.000mg/1.000ml"	"Paroxetine"	"Antidepressants"	"Aurum"
"1686141000033119"	"Seroxat 20mg/10ml liquid"	"Oral suspension"	"Oral"	"Paroxetine"	"2.000mg/1.000ml"	"Paroxetine"	"Antidepressants"	"Aurum"
"1698441000033110"	"Sulpiride 200mg/5ml oral solution sugar free"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	"Sulpiride"	"Antipsychotics"	"Aurum"
"1712041000033111"	"Xepin 5% cream"	"Cream/ Cutaneous cream"	"Cutaneous"	"Doxepin"	"50.000mg/1.000gram"	"Doxepin"	"Antidepressants"	"Aurum"
"1713941000033118"	"Zyprexa 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"2.500mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"1719341000033115"	"Chlorpromazine 100mg/5ml oral solution"	"Oral solution"	"Oral"	"Chlorpromazine"	"20.000mg/1.000ml"	"Chlorpromazine"	"Antipsychotics"	"Aurum"
"1729541000033118"	"Epimaz 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"100.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"1729641000033117"	"Epimaz 200mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"1729741000033114"	"Epimaz 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"1747541000033114"	"Orlept SF 200mg/5ml liquid"	"Oral solution"	"Oral"	"Valproate"	"40.000mg/1.000ml"	"Valproate"	"Mood Stabilisers"	"Aurum"
"1747641000033110"	"Orlept 200mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"200.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"1747741000033118"	"Orlept 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"1765741000033116"	"Zoleptil 100 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"100.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1765841000033114"	"Zoleptil 25 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"25.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1765941000033118"	"Zoleptil 50 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"50.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1766041000033111"	"Zotepine 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"100.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1766141000033110"	"Zotepine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"25.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1766241000033115"	"Zotepine 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Zotepine"	"50.000mg"	"Zotepine"	"Antipsychotics"	"Aurum"
"1832841000033113"	"Quetiapine Fumarate  Tablets (starter pack)  6x25 mg, 2x100 mg, 2x150 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	"Quetiapine"	"Antipsychotics"	"Aurum"
"1832941000033117"	"Seroquel  Tablets (starter pack)  6x25 mg, 2x100 mg, 2x150 mg"	"Tablet"	"Oral"	"Quetiapine"	NA	"Quetiapine"	"Antipsychotics"	"Aurum"
"1844641000033118"	"Quetiapine 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"150.000mg"	"Quetiapine"	"Antipsychotics"	"Aurum"
"1844741000033110"	"Seroquel 150mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"150.000mg"	"Quetiapine"	"Antipsychotics"	"Aurum"
"1900641000033112"	"Citalopram 40mg/ml oral drops sugar free"	"Oral drops"	"Oral"	"Citalopram"	"40.000mg/1.000ml"	"Citalopram"	"Antidepressants"	"Aurum"
"1900741000033115"	"Cipramil 40mg/ml drops"	"Oral drops"	"Oral"	"Citalopram"	"40.000mg/1.000ml"	"Citalopram"	"Antidepressants"	"Aurum"
"1923141000033118"	"Felicium 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	"Fluoxetine"	"Antidepressants"	"Aurum"
"2077741000033115"	"Olanzapine 5mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2077841000033113"	"Olanzapine 10mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2077941000033117"	"Zyprexa 5mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"5.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2078041000033119"	"Zyprexa 10mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"10.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2078841000033114"	"Lomont 70mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Lofepramine"	"14.000mg/1.000ml"	"Lofepramine"	"Antidepressants"	"Aurum"
"2188141000033115"	"Risperdal 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"500.000microgram"	"Risperidone"	"Antipsychotics"	"Aurum"
"2188241000033110"	"Risperidone 500microgram tablets"	"Tablet/ Oral Tablet"	"Oral"	"Risperidone"	"500.000microgram"	"Risperidone"	"Antipsychotics"	"Aurum"
"2215541000033118"	"Feprapax 70mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lofepramine"	"70.000mg"	"Lofepramine"	"Antidepressants"	"Aurum"
"2216641000033113"	"Amisulpride 400mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"400.000mg"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2216741000033116"	"Solian 400 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"400.000mg"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2266041000033115"	"Carbamazepine 200mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2266141000033116"	"Carbamazepine 400mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2271441000033112"	"Depakote 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"250.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"2271541000033113"	"Depakote 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate"	"500.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"2446641000033118"	"*Lithium Carbonicum  Tablets"	"Tablet"	"Oral"	"Lithium"	NA	"Lithium"	"Mood Stabilisers"	"Aurum"
"2447041000033114"	"*Lithium Carbonicum  Pills (Sucrose)"	"Tablet"	"Oral"	"Lithium"	NA	"Lithium"	"Mood Stabilisers"	"Aurum"
"2584441000033110"	"Lamotrigine 2mg dispersible tablets sugar free"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"2.000mg"	"Lamotrigine"	"Mood Stabilisers"	"Aurum"
"2584541000033111"	"Lamictal 2mg dispersible tablets"	"Dispersible tablet/"	"Oral"	"Lamotrigine"	"2.000mg"	"Lamotrigine"	"Mood Stabilisers"	"Aurum"
"2602041000033119"	"Oxactin 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	"Fluoxetine"	"Antidepressants"	"Aurum"
"2640141000033112"	"Promazine 50mg/5ml oral solution"	"Oral solution"	"Oral"	"Promazine"	"10.000mg/1.000ml"	"Promazine"	"Antipsychotics"	"Aurum"
"2644841000033114"	"Amisulpride 100mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2644941000033118"	"Solian 100mg/ml oral solution"	"Oral solution"	"Oral"	"Amisulpride"	"100.000mg/1.000ml"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2653841000033110"	"Levinan 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"6.000mg"	"Levomepromazine"	"Antipsychotics"	"Aurum"
"2658941000033110"	"Sulpor 200mg/5ml oral solution"	"Oral solution"	"Oral"	"Sulpiride"	"40.000mg/1.000ml"	"Sulpiride"	"Antipsychotics"	"Aurum"
"2668041000033116"	"Teril Retard 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2668141000033117"	"Teril Retard 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2710441000033119"	"Ranflutin 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Fluoxetine"	"20.000mg"	"Fluoxetine"	"Antidepressants"	"Aurum"
"2711241000033110"	"Valproic acid 250mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate/Valproic"	"250.000mg"	"Valproate/Valproic"	"Mood Stabilisers"	"Aurum"
"2711341000033117"	"Valproic acid 500mg gastro-resistant tablets"	"Gastro-resistant tablet"	"Oral"	"Valproate/Valproic"	"500.000mg"	"Valproate/Valproic"	"Mood Stabilisers"	"Aurum"
"2730441000033114"	"Arbil MR 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2730541000033110"	"Arbil MR 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2730641000033111"	"Promazine Hydrochloride  Syrup  50 mg/5 ml"	"Oral solution"	"Oral"	"Promazine"	NA	"Promazine"	"Antipsychotics"	"Aurum"
"2749541000033116"	"Escitalopram 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"10.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"2749641000033115"	"Cipralex 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"10.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"2758141000033116"	"Haloperidol 200micrograms/ml oral solution sugar free"	"Oral solution"	"Oral"	"Haloperidol"	"200.000microgram/1.000ml"	"Haloperidol"	"Antipsychotics"	"Aurum"
"2759641000033117"	"Olanzapine 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"15.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2759741000033114"	"Olanzapine 15mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2759841000033116"	"Zyprexa 15mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Olanzapine"	"15.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2759941000033112"	"Zyprexa 15mg Velotabs"	"Oral lyophilisate"	"Oral"	"Olanzapine"	"15.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"2760941000033111"	"Lithium citrate 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"101.800mg/1.000ml"	"Lithium"	"Mood Stabilisers"	"Aurum"
"2761041000033118"	"Lithium citrate 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"203.600mg/1.000ml"	"Lithium"	"Mood Stabilisers"	"Aurum"
"2761141000033119"	"Li-Liquid 509mg/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"101.800mg/1.000ml"	"Lithium"	"Mood Stabilisers"	"Aurum"
"2761241000033114"	"Li-Liquid 1.018g/5ml oral solution"	"Oral solution"	"Oral"	"Lithium"	"203.600mg/1.000ml"	"Lithium"	"Mood Stabilisers"	"Aurum"
"2770541000033113"	"Prozit 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Fluoxetine"	"4.000mg/1.000ml"	"Fluoxetine"	"Antidepressants"	"Aurum"
"2770641000033114"	"Fluoxetine 20mg/5ml oral solution"	"Oral solution"	"Oral"	"Fluoxetine"	"4.000mg/1.000ml"	"Fluoxetine"	"Antidepressants"	"Aurum"
"2779841000033118"	"Risperdal Consta 25mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2779941000033114"	"Risperdal Consta 37.5mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"37.500mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2780041000033113"	"Risperdal Consta 50mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2780141000033112"	"Risperidone 25mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"25.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2780241000033117"	"Risperidone 37.5mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"37.500mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2780341000033110"	"Risperidone 50mg powder and solvent for prolonged-release suspension for injection vials"	"Powder and solvent for suspension for injection/ Powder and solvent for prolonged-release suspension for inj"	"Intramuscular"	"Risperidone"	"50.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2799141000033115"	"Epival CR 500mg tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"500.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"2799241000033110"	"Epival CR 300mg tablets"	"Modified-release tablet"	"Oral"	"Valproate"	"300.000mg"	"Valproate"	"Mood Stabilisers"	"Aurum"
"2835141000033114"	"Amisulpride 100mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"100.000mg"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2835241000033119"	"Solian 100 tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amisulpride"	"100.000mg"	"Amisulpride"	"Antipsychotics"	"Aurum"
"2868841000033116"	"Risperidone 1mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2868941000033112"	"Risperidone 2mg orodispersible tablets sugar free"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2869041000033115"	"Risperdal Quicklet 1mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"1.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2869141000033116"	"Risperdal Quicklet 2mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Risperidone"	"2.000mg"	"Risperidone"	"Antipsychotics"	"Aurum"
"2928641000033118"	"Epimaz Retard 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2928741000033110"	"Epimaz Retard 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2929341000033119"	"Carbagen SR 200mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"200.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2929441000033113"	"Carbagen SR 400mg tablets"	"Modified-release tablet"	"Oral"	"Carbamazepine"	"400.000mg"	"Carbamazepine"	"Mood Stabilisers"	"Aurum"
"2929741000033118"	"Haloperidol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	"Haloperidol"	"Antipsychotics"	"Aurum"
"2929841000033111"	"Haldol 5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Haloperidol"	"5.000mg/1.000ml"	"Haloperidol"	"Antipsychotics"	"Aurum"
"2944041000033118"	"Stemetil 12.5mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Prochlorperazine"	"12.500mg/1.000ml"	"Prochlorperazine"	"Antipsychotics"	"Aurum"
"2951341000033116"	"Escitalopram 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"20.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"2951441000033110"	"Cipralex 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"20.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"2969141000033110"	"Buccastem M 3mg tablets"	"Buccal tablet"	"Buccal"	"Prochlorperazine"	"3.000mg"	"Prochlorperazine"	"Antipsychotics"	"Aurum"
"2974841000033114"	"Mirtazapine 30mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"2975841000033113"	"Quetiapine 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"300.000mg"	"Quetiapine"	"Antipsychotics"	"Aurum"
"2975941000033117"	"Seroquel 300mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quetiapine"	"300.000mg"	"Quetiapine"	"Antipsychotics"	"Aurum"
"3029641000033112"	"Mirtazapine 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3029741000033115"	"Mirtazapine 45mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3029841000033113"	"Zispin SolTab 15mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"15.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3029941000033117"	"Zispin SolTab 45mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"45.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3030341000033110"	"Escitalopram 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"5.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"3030541000033115"	"Cipralex 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Escitalopram"	"5.000mg"	"Escitalopram"	"Antidepressants"	"Aurum"
"3030841000033118"	"Olanzapine 10mg powder for solution for injection vials"	"Powder for solution for injection"	"Intramuscular"	"Olanzapine"	"10.000mg"	"Olanzapine"	"Antipsychotics"	"Aurum"
"3058741000033113"	"Mirtazapine 15mg/ml oral solution sugar free"	"Oral solution"	"Oral"	"Mirtazapine"	"15.000mg/1.000ml"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3063441000033119"	"Levomepromazine 25mg/1ml solution for injection ampoules"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Levomepromazine"	"25.000mg/1.000ml"	"Levomepromazine"	"Antipsychotics"	"Aurum"
"3063541000033118"	"Levomepromazine 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"25.000mg"	"Levomepromazine"	"Antipsychotics"	"Aurum"
"3063641000033117"	"Levomepromazine 6mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Levomepromazine"	"6.000mg"	"Levomepromazine"	"Antipsychotics"	"Aurum"
"3078541000033115"	"Zispin SolTab 30mg orodispersible tablets"	"Orodispersible tablet"	"Oral"	"Mirtazapine"	"30.000mg"	"Mirtazapine"	"Antidepressants"	"Aurum"
"3088941000033118"	"Dosulepin 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Dosulepin"	"25.000mg"	"Dosulepin"	"Antidepressants"	"Aurum"
"3089041000033110"	"Dosulepin 75mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Dosulepin"	"75.000mg"	"Dosulepin"	"Antidepressants"	"Aurum"
"3089141000033114"	"Dosulepin 25mg/5ml oral solution"	"Oral solution"	"Oral"	"Dosulepin"	"5.000mg/1.000ml"	"Dosulepin"	"Antidepressants"	"Aurum"
"3089241000033119"	"Dosulepin 75mg/5ml oral solution"	"Oral solution"	"Oral"	"Dosulepin"	"15.000mg/1.000ml"	"Dosulepin"	"Antidepressants"	"Aurum"
"3090541000033111"	"Flupentixol 50mg/0.5ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100.000mg/1.000ml"	"Flupentixol"	"Antipsychotics"	"Aurum"
"3090641000033112"	"Flupentixol 100mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"100.000mg/1.000ml"	"Flupentixol"	"Antipsychotics"	"Aurum"
"3090741000033115"	"Flupentixol 200mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"200.000mg/1.000ml"	"Flupentixol"	"Antipsychotics"	"Aurum"
"3090841000033113"	"Flupentixol 20mg/1ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"20.000mg/1.000ml"	"Flupentixol"	"Antipsychotics"	"Aurum"
"3090941000033117"	"Flupentixol 40mg/2ml solution for injection ampoules"	"Solution for injection"	"Intramuscular"	"Flupentixol"	"20.000mg/1.000ml"	"Flupentixol"	"Antipsychotics"	"Aurum"
"3091041000033110"	"Flupentixol 1mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Flupentixol"	"1.000mg"	"Flupentixol"	"Antipsychotics"	"Aurum"
