"prodcodeid"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"Antidiabetic"
"12902841000033112"	"Insulin glargine 100units/ml / Lixisenatide 50micrograms/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Lixisenatide/Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml + 50.000microgram/1.000ml"	NA	"Lixisenatide/Insulin"
"12998741000033119"	"Insulin glargine 300units/ml solution for injection 3ml pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	NA	"Insulin"
"12998841000033112"	"Toujeo 300units/ml solution for injection 3ml pre-filled DoubleStar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"300.000unit/1.000ml + 300.000unit/1.000ml"	NA	"Insulin"
"12998941000033116"	"Gliclazide 160mg tablets"	"Tablet"	"Oral"	"Gliclazide"	"160.000mg"	NA	"Gliclazide"
"13027441000033117"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13027541000033116"	"GlucoRx Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13106641000033118"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13106741000033110"	"Microdot Max hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13116741000033112"	"Empagliflozin 10mg / Linagliptin 5mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Linagliptin"	"10.000mg + 5.000mg"	NA	"Empagliflozin/Linagliptin"
"13116841000033119"	"Empagliflozin 25mg / Linagliptin 5mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Linagliptin"	"25.000mg + 5.000mg"	NA	"Empagliflozin/Linagliptin"
"13116941000033110"	"Glyxambi 10mg/5mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Linagliptin"	"10.000mg + 5.000mg"	NA	"Empagliflozin/Linagliptin"
"13117041000033111"	"Glyxambi 25mg/5mg tablets"	"Tablet"	"Oral"	"Empagliflozin/Linagliptin"	"25.000mg + 5.000mg"	NA	"Empagliflozin/Linagliptin"
"13122741000033116"	"Amglidia 0.6mg/ml oral suspension with 1ml oral syringe"	"Oral suspension"	"Oral"	"Glibenclamide"	"600.000microgram/1.000ml"	NA	"Glibenclamide"
"13155741000033112"	"Microdot Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13291741000033116"	"Microdot Dual Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13345341000033117"	"Lamzarin 60mg modified-release tablets"	"Modified-release tablet"	"Oral"	"Gliclazide"	"60.000mg"	NA	"Gliclazide"
"13426141000033118"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13426241000033113"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13427341000033118"	"Exenatide 2mg powder and solvent for prolonged-release suspension for injection pre-filled disposable devices"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	"6010203"	"Exenatide"
"13427441000033112"	"Bydureon 2mg powder and solvent for prolonged-release suspension for injection pre-filled pens"	"Powder and solvent for prolonged-release suspension for inj"	"Subcutaneous"	"Exenatide"	"2.000mg"	"6010203"	"Exenatide"
"13427541000033113"	"Exenatide 2mg/0.85ml prolonged-release suspension for injection pre-filled disposable devices"	"Prolonged-release suspension for injection/"	"Subcutaneous"	"Exenatide"	"2.353mg/1.000ml"	NA	"Exenatide"
"13427641000033114"	"Bydureon BCise 2mg/0.85ml prolonged-release suspension for injection pre-filled pens"	"Prolonged-release suspension for injection/"	"Subcutaneous"	"Exenatide"	"2.353mg/1.000ml"	NA	"Exenatide"
"13429041000033112"	"Sukkarto SR 750mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"750.000mg"	NA	"Metformin"
"13600541000033118"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13600741000033114"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13600941000033112"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13601241000033110"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13601341000033117"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13601541000033112"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13601641000033113"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13602141000033111"	"Insupen Original hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge"	"Suppository"	"Rectal"	"Insulin"	NA	NA	"Insulin"
"13604741000033119"	"Lyumjev Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13604841000033112"	"Lyumjev KwikPen 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13604941000033116"	"Lyumjev KwikPen 200units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"200.000unit/1.000ml + 200.000unit/1.000ml"	NA	"Insulin"
"13605041000033116"	"Lyumjev 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13605141000033117"	"Lyumjev 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13606641000033119"	"Glucorex SR 500mg tablets"	"Modified-release tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"13712241000033110"	"Semaglutide 3mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"3.000mg"	NA	"Semaglutide"
"13712341000033117"	"Semaglutide 7mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"7.000mg"	NA	"Semaglutide"
"13712441000033111"	"Semaglutide 14mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"14.000mg"	NA	"Semaglutide"
"13712541000033112"	"Rybelsus 3mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"3.000mg"	NA	"Semaglutide"
"13712641000033113"	"Rybelsus 7mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"7.000mg"	NA	"Semaglutide"
"13712741000033116"	"Rybelsus 14mg tablets"	"Tablet"	"Oral"	"Semaglutide"	"14.000mg"	NA	"Semaglutide"
"13753141000033118"	"Dulaglutide 3mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6.000mg/1.000ml"	NA	"Dulaglutide"
"13753241000033113"	"Dulaglutide 4.5mg/0.5ml solution for injection pre-filled disposable devices"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"9.000mg/1.000ml"	NA	"Dulaglutide"
"13753341000033115"	"Trulicity 3mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"6.000mg/1.000ml"	NA	"Dulaglutide"
"13753441000033114"	"Trulicity 4.5mg/0.5ml solution for injection pre-filled pens"	"Solution for injection"	"Subcutaneous"	"Dulaglutide"	"9.000mg/1.000ml"	NA	"Dulaglutide"
"13803041000033110"	"Metformin 1g tablets"	"Tablet"	"Oral"	"Metformin"	"1.000gram"	NA	"Metformin"
"13828541000033119"	"Axpinet 500mg tablets"	"Tablet"	"Oral"	"Metformin"	"500.000mg"	NA	"Metformin"
"13847941000033112"	"Ateria SafeControl Safety Pen hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge"	"Solution for injection"	"Intramuscular"	"Insulin"	NA	NA	"Insulin"
"13861141000033114"	"Trurapi 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13861241000033119"	"Trurapi 100units/ml solution for injection 3ml pre-filled Solostar pens"	"Solution for injection"	"Subcutaneous"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13911841000033112"	"Admelog 100units/ml solution for injection 10ml vials"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13911941000033116"	"Admelog 100units/ml solution for injection 3ml cartridges"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
"13912041000033110"	"Admelog 100units/ml solution for injection 3ml pre-filled pens"	"Solution for injection"	"Subcutaneous/ Intravenous/ Intramuscular"	"Insulin"	"100.000unit/1.000ml + 100.000unit/1.000ml"	NA	"Insulin"
